# Gradient_from_surface[ab_frac/pixel] mean_in_bulk[ab_frac] surface_bulk_ratio
-2.0064385939546302e-05 0.7241765772167092 1.0506307695411796
-2.8933422494549737e-05 0.7345311454841278 0.9761047926071125
0.00017953005345668706 0.7184922709493473 1.017460685490063
-4.118436070710068e-05 0.7682918709965268 0.9679461932940685
1.043505423498211e-05 0.7591637261633354 0.9562319810287447
-2.2034712172823196e-05 0.7628610451870532 1.0118599707109681
-5.212709673591367e-06 0.75697411 1.0581272554792218
0.0001426147578604729 0.7432431308411215 1.0079500307795406
1.4078542335561547e-05 0.7759882272727273 0.9811941313146846
2.9153885059525855e-05 0.7625028987239308 0.9942866869850556
1.1442058300315764e-05 0.7599108122450621 0.9923633185967798
8.075533496364402e-06 0.7711639504950495 0.9953857573322089
4.250558102130973e-05 0.7345077170248767 1.0116871076830554
2.383667693169815e-05 0.7505228782896833 1.0072704536986272
-2.3140293779589033e-05 0.7095005815922253 1.0302515121011235
-6.76552354165103e-05 0.7389611879530207 0.9930348015614114
3.51253213795882e-05 0.7343256319294061 1.0223711468581362
-7.404766523910696e-05 0.7884142268964988 1.0065528693741763
0.00037599525906299676 0.7616136602882746 0.9010229502626469
-5.380967751378952e-05 0.7678328645833333 1.0331951624519342
-1.9771090280093505e-05 0.8071192916666666 0.9711515598547065
4.5693033692627814e-05 0.7046114747278516 1.0380882363975599
4.718098907991407e-06 0.7227544591836734 1.0295952570777394
-3.544561476497509e-05 0.6992963181848125 1.0317883937406191
7.590399724596809e-05 0.7277536959603313 0.9622737297063353
-5.822194214240668e-05 0.6860077292262079 1.0145788316603312
2.9591291507037064e-05 0.6843565757575758 1.0554724445175496
9.382325441644612e-05 0.6931562879079098 1.0329216812703659
3.0236879618089467e-05 0.7595506868686869 0.9678857898567786
9.598014865467837e-06 0.7143875047006817 1.0351762991093756
4.7019367970691384e-06 0.7535549693877551 0.9986031463543736
-6.2448637069758704e-06 0.7529798085106383 0.971998013202011
-5.01371236278153e-05 0.6834472143561512 1.0365419165990102
1.5138432667964326e-05 0.6904922783909736 1.032934769352057
-1.8038782200891412e-05 0.6983679394008843 1.0478437340397262
3.516800851740366e-05 0.6841568334007506 1.0278320097699314
9.845799495861147e-05 0.7274323431372549 0.9500967285741475
2.492809993859241e-05 0.7154829319729505 0.9846361746593886
5.386810786911527e-05 0.7217114945054945 0.9334658183763009
2.5222645583454733e-06 0.7459529807692308 0.9844606691493196
0.0001375877067791924 0.7377652598392977 1.0167595874517035
1.1491611907779196e-05 0.7380410304503692 0.980631794448984
5.827301399838224e-05 0.7250952306624432 0.9776790955137097
1.4953467086790582e-05 0.7251483724420059 1.0235465197709
9.15662804743703e-05 0.7163935353535353 1.0069273878105347
3.837889380047552e-06 0.7753190773493982 0.9328545281500045
0.00010282380116653462 0.7248516325473102 0.9974247401206258
-4.8589661395929864e-05 0.7723621212121212 0.9640182210810392
-0.0001228084369353003 0.7614643267326733 0.9863897070930685
3.378623523434302e-05 0.7076238060900074 1.0207798707905948
0.00011943321497818088 0.702046242415535 1.014722602344496
-3.253011518506056e-05 0.7037099387597233 1.0332817586726495
-8.576094988814318e-05 0.6943014583575823 1.0161616603740153
4.4913575453109096e-05 0.7171012783505155 0.9929679694531504
-8.991737008346031e-06 0.76699907042197 0.9646597820793033
6.188471861590007e-05 0.7366878483287309 0.9893873343500326
-1.7842477216736515e-05 0.7011483823480544 1.0130759048767453
8.815351224443786e-05 0.7095346494439634 1.0111510667116186
2.546019446746057e-05 0.7101444099568326 0.9946448317869815
-2.889054431594708e-06 0.7093764638776262 1.033021808119206
-8.640413999631694e-05 0.7047099399799578 1.0005022092804652
-6.485162214847656e-05 0.7259143672366656 1.0040762489494375
7.64154366122182e-05 0.6771064216660463 1.0188412246925664
5.359418568952801e-06 0.6793066764705882 0.9447676523866646
3.2696478650718914e-06 0.671794555675578 1.0249039571274567
7.99956369429492e-05 0.6848072525899022 1.002652799739104
-2.9737665608802128e-05 0.7408131544655033 1.002631214142695
-7.242561145691297e-06 0.7381608498376144 0.9828169064869526
2.4273005310652366e-05 0.7679122626262627 1.004908718579096
-1.5782584203993225e-05 0.7496515152526357 1.0266711982004113
1.5775885886338344e-05 0.6580438725490196 1.0048105997459764
5.443382670322459e-05 0.6473514495412844 0.9870504947277077
-0.00021920843965253127 0.6737715230473896 1.0298737964246538
2.5762806466846742e-05 0.701697419992777 0.924355247471722
3.991673587415629e-05 0.6796508454474164 1.042591738851981
4.0809695604664915e-05 0.6887917573292478 0.9876974765710178
0.00021976087700648013 0.7084792947007602 0.9305046269392016
-0.00018934641440942934 0.6675226736842105 1.0554914703997098
-0.00011371096158082478 0.6589846564245323 1.0615173751958558
-8.802372199449087e-05 0.7225286906257833 0.9768058072807653
5.81750308405104e-05 0.728090355649698 0.9781056911231123
0.00013813352882734788 0.6687715098039215 0.9804739234261516
-2.6702002520789976e-06 0.7013458636306366 1.0219878282437314
3.943668885104555e-05 0.7834888018425329 1.0022063389080973
4.722702868964575e-05 0.7680049393939394 0.9776484328312611
0.00010256670437349839 0.804965236112482 0.9531815668734764
6.640698508897841e-05 0.7491763 0.930325693993417
1.586940316152224e-05 0.7879302875046187 0.9549009704776299
5.291698968051383e-05 0.7560808839718858 0.9789903884232348
3.781661542474836e-06 0.6842935909759262 0.9918759300073827
-6.354180470968205e-05 0.6759135154639175 0.9882872533162026
-3.750700478439981e-05 0.7022261711616982 1.0047737101791823
-1.2925472450760482e-05 0.6698305426815714 1.0289105938136964
-6.3404805914573335e-06 0.7242395419529284 1.0021970925287245
-4.973886076458213e-05 0.656919281433321 1.0426030715255497
-5.28840392509064e-05 0.7587971529029541 0.9775724458190889
5.0779683630206354e-05 0.722381898989899 0.9650761259634061
0.00011523867409327435 0.7581504309452135 0.9560833015123812
9.92143848935004e-05 0.7447830181818181 0.9457654306872677
4.526700437927248e-05 0.7077100977932782 0.9841227710196213
3.5516993722344656e-05 0.7138217716803148 0.9917948480251342
-2.3574078786035098e-05 0.7385050816543315 0.9813993088750357
7.261046071958095e-06 0.7400435787769712 0.972844848120504
-0.00012388002560771832 0.7872307424859506 1.0375199661970897
-8.138330673098659e-05 0.7618803438227025 1.067529886560221
-0.00014580374747866684 0.7666852631578948 1.0578936576534457
-0.00013093022387746292 0.7879320634556105 1.0286964261694005
-7.656452173432306e-05 0.834541304983043 0.9692380611604922
-0.00011366205112857733 0.7797251535069001 1.0390537450315038
-8.52944724844626e-05 0.7712124476136368 1.0151703859588441
3.827459147413139e-05 0.7712542282608695 0.9417713545355463
6.017949426073351e-05 0.784019760059138 0.994031557958257
-0.00019273299386621658 0.7383817234042553 1.1603187245546416
-0.0002294396239924473 0.7513845368183808 1.1656892346765892
-0.00020721151859996487 0.7461934503528839 1.1655823516591624
-2.949818183070206e-06 0.7472643368421052 0.9673475375025712
2.329253009371871e-05 0.7725670214303365 0.9674705021366038
6.127479238769007e-05 0.7621517692307692 0.942368960729833
8.981186621722254e-05 0.6864852444444445 1.0202297659526454
-0.00013360762991103953 0.74064 0.9573554497091608
-7.85804698573726e-06 0.6923612809313814 0.986001743077992
-0.00019919453367205235 0.7664484042116246 1.101799970636188
-0.00013624732108579685 0.7650229438202247 1.0818511114777916
-0.00016805916187047145 0.78296540414134 1.06327950300391
-9.194961948034568e-05 0.6764760619557714 0.9898158261289521
-9.556847365929568e-06 0.6357940325312796 0.9886095279910383
-5.825818541688323e-05 0.7051307735630727 1.0072765315028678
6.63985769433135e-05 0.679437159661969 0.9862946994753111
2.144854367081841e-05 0.565678 0.9869632775634161
-0.00030991515538077353 0.6587846805877544 1.022780330055921
3.108864318159823e-05 0.5970672765957447 1.1480264279529138
-9.107010757404254e-05 0.5841412127659574 1.0439076944755576
7.461025806379247e-05 0.594833928282564 1.0009635406978912
-4.533626443355947e-05 0.6206212842105263 1.091574903510022
-0.00019531106768645422 0.5898214558259847 1.0401650108836522
-0.00016430699161686902 0.6181234734666882 1.0108338081385646
-2.709282623624109e-05 0.6089060218930078 1.0777860987473424
1.7232077121685886e-05 0.6604017799850158 1.0687647974462837
4.089747458207039e-05 0.5555655574327928 0.9912063529824453
6.150399266827524e-05 0.6262735498632771 1.0318971300612263
-3.0529348031332545e-05 0.6669454849891415 0.9322141719851886
0.00010131553257134205 0.6198735985552469 1.1714732100463
0.00017291121787260398 0.7138378377789538 1.05258569976879
7.729619086030643e-06 0.5573380777777778 1.015635094546036
5.1158941739994466e-05 0.6284683916087358 1.010217642767533
