# Gradient_from_surface[ab_frac/pixel] mean_in_bulk[ab_frac] surface_bulk_ratio
-0.00010246869259811074 0.6159990294836623 1.0492886931372127
-0.00014058891204443073 0.6050073559597771 1.040834685038203
-5.744663381851954e-05 0.6943276923318297 1.031277479294486
7.868678375370312e-05 0.5733552278116378 1.0370104899603694
0.0001058194581174512 0.6083498387096774 0.9761256119354528
8.980094269517926e-05 0.61129272 0.9964223547107292
2.2583292365370964e-05 0.6319466744468901 1.0114314426842836
2.6981453555820862e-05 0.6921637747747748 0.9540273126426335
-7.986623324881235e-05 0.7377196489622989 0.9351459495989685
-6.865644669753747e-05 0.6856969460068096 1.0204055941500634
0.00010155280607545837 0.6805477701977175 0.9622016438732952
2.158008902208603e-06 0.6508692582735818 1.0352215614649865
4.289332211537204e-05 0.6749525406471248 0.9245364986984911
6.515976544318531e-05 0.6823568918918919 1.0573899881194537
-0.00016507984256607826 0.5993352115394692 1.0361782792804108
-5.217714784728529e-05 0.6688355475010349 0.9939237249816242
-8.008392106629924e-05 0.6878338598130841 0.9838740647464893
-4.677964730712624e-05 0.6442299462365592 0.9739308028568135
6.574043981315535e-05 0.7654904311926606 0.9900353296893929
-3.762989127376596e-05 0.648512347368421 1.02355164958711
-8.278853887429331e-05 0.6613028456192132 0.9098399145744865
4.9961784607661344e-06 0.7297443795030586 1.00734314756739
-2.758425952645755e-05 0.7110013749531859 1.0251183489068885
-2.851018524736718e-05 0.7098071868741554 1.0003602087912418
-1.97141531702542e-05 0.7557680915058097 1.036770479826789
-0.00012045000727723581 0.6285605591397849 0.975578641551456
-4.8319329205857896e-05 0.72486985848003 1.0488083711803795
-4.475835940995177e-06 0.7228209783975137 1.0303144329975664
-1.0507352472074517e-05 0.628129347826087 1.025394487851518
-0.00010829532649485248 0.6742208505769876 1.042865001192049
-4.10997722844689e-05 0.6367170096153846 1.0554155481914342
-4.8044909305186665e-05 0.6849576379950442 0.9546833477339606
-0.00011374646100417642 0.6548284864864865 1.0019312971603949
9.04287283317115e-06 0.6685223764780325 1.0244837695316082
0.00011696836887626093 0.68662488 0.943326603529665
-1.7015835785684475e-05 0.6528612002005894 1.0481594417165239
3.7183226485342944e-07 0.7143884731182796 0.9599867771339101
1.633044571599173e-05 0.7213441999091742 0.9776487761475359
6.389561153698919e-05 0.693224516157864 0.9620090829523272
-2.046199202432417e-05 0.7001873478252897 0.9886065938422914
4.4681337147256864e-05 0.6868521474243691 0.9542629071115034
1.916658672936419e-05 0.692035293512153 0.9561918751050658
0.00013269162180040226 0.7144787499383887 1.0174910947243536
3.4655876145871056e-05 0.6740510220884425 0.9597218961194894
-3.372411433701019e-05 0.7139233225806452 0.9819198059127595
8.108112142469596e-05 0.6981473296703297 0.9412522670354901
1.999662357060779e-05 0.716158619047619 0.9911439044304153
0.00013547693790771773 0.6772497112079202 0.9436661821690198
-7.331185713275518e-05 0.6679266 1.0049755131405569
-5.687359173514052e-06 0.6470360002253773 1.0218713198331142
7.027373608955278e-05 0.7300317870370371 0.9747320271095963
-8.207753775020829e-05 0.81200993 0.9968654418809378
-4.441579507103544e-05 0.829447656014819 0.9975030482244311
3.4965823622241726e-05 0.815623693877551 0.9759197522476871
-2.208568879720908e-06 0.7582494545454546 0.9627141663664299
2.9055738120979213e-06 0.7587759845983757 0.982931782608852
2.1016944141886962e-05 0.7640344296340569 1.0350403971685578
-3.3625701711883984e-05 0.7936633649860504 0.9949521719421609
5.314945602174001e-05 0.7329059692477307 1.0115917697195869
2.3918805172815117e-05 0.8036300089929863 1.0237093690358001
6.267638913244638e-05 0.7580875423060119 0.9843611852970521
8.446355214026169e-06 0.7772775791104136 1.0221546377990456
3.4596622071419786e-05 0.7958127596153847 0.9607623156991928
0.00017919198751853064 0.8009890291262136 0.958771908239724
0.00012901399801655477 0.7938033398070249 0.9562184447975677
1.5483194499832853e-05 0.7348648018318381 0.9589709524114861
-8.369414844406256e-05 0.7143154999390834 0.9472193145185126
-0.00016884470836739618 0.732595894598137 1.0100542354649027
5.3171207239952815e-05 0.7609623330739208 0.9563141198051359
-5.15992301303469e-05 0.7796618282324442 0.9891770347259836
9.7061589492561e-05 0.7148697676767677 1.0199805371592907
2.482832682337919e-05 0.6732589319319728 1.035822910039992
-7.103246575112116e-05 0.7324295956066834 0.9736257972092339
-9.408584989616456e-06 0.6967235306122449 0.9892740018231028
-5.187510801885195e-05 0.683489375 0.9916068696930557
-2.9161096898273735e-05 0.6531414168660636 1.0004726551811378
-0.00010300626977674647 0.75719996817765 1.021867899755294
2.0836153060744297e-06 0.7323610536257351 1.0459282067790985
-1.0347236524459592e-05 0.7547736236559139 0.9906518858258284
0.00020254733145933448 0.715332206120324 0.9256006788800785
0.0001698660756519517 0.7180435212765958 0.9826500213623831
0.00015960991264710693 0.6832274270833333 0.9273860329091418
0.0001602639947688303 0.6892252653519721 0.9922566219322827
